customer_id,segment,loyalty_tier,demo_score,load_date,record_source
1,WHOLESALE,BRONZE,46,2024-02-01,E2E-customer-demo
2,RETAIL,GOLD,52,2024-02-01,E2E-customer-demo
3,WHOLESALE,BRONZE,71,2024-02-01,E2E-customer-demo
4,WHOLESALE,SILVER,96,2024-02-01,E2E-customer-demo
5,ONLINE,GOLD,95,2024-02-01,E2E-customer-demo
6,RETAIL,BRONZE,77,2024-02-01,E2E-customer-demo
7,RETAIL,BRONZE,43,2024-02-01,E2E-customer-demo
8,RETAIL,BRONZE,59,2024-02-01,E2E-customer-demo
9,RETAIL,GOLD,91,2024-02-01,E2E-customer-demo
10,RETAIL,GOLD,95,2024-02-01,E2E-customer-demo
11,ONLINE,GOLD,68,2024-02-01,E2E-customer-demo
12,RETAIL,SILVER,96,2024-02-01,E2E-customer-demo
13,RETAIL,GOLD,79,2024-02-01,E2E-customer-demo
14,ONLINE,SILVER,91,2024-02-01,E2E-customer-demo
15,ONLINE,SILVER,94,2024-02-01,E2E-customer-demo
16,ONLINE,PLATINUM,55,2024-02-01,E2E-customer-demo
17,WHOLESALE,BRONZE,77,2024-02-01,E2E-customer-demo
18,ONLINE,PLATINUM,50,2024-02-01,E2E-customer-demo
19,ONLINE,SILVER,45,2024-02-01,E2E-customer-demo
20,ONLINE,BRONZE,84,2024-02-01,E2E-customer-demo
21,RETAIL,GOLD,81,2024-02-01,E2E-customer-demo
22,WHOLESALE,GOLD,45,2024-02-01,E2E-customer-demo
23,WHOLESALE,SILVER,42,2024-02-01,E2E-customer-demo
24,ONLINE,SILVER,52,2024-02-01,E2E-customer-demo
25,WHOLESALE,BRONZE,80,2024-02-01,E2E-customer-demo
26,WHOLESALE,BRONZE,47,2024-02-01,E2E-customer-demo
27,RETAIL,GOLD,77,2024-02-01,E2E-customer-demo
28,WHOLESALE,BRONZE,54,2024-02-01,E2E-customer-demo
29,WHOLESALE,PLATINUM,72,2024-02-01,E2E-customer-demo
30,ONLINE,SILVER,52,2024-02-01,E2E-customer-demo
31,ONLINE,BRONZE,60,2024-02-01,E2E-customer-demo
32,RETAIL,BRONZE,48,2024-02-01,E2E-customer-demo
33,WHOLESALE,SILVER,77,2024-02-01,E2E-customer-demo
34,WHOLESALE,PLATINUM,99,2024-02-01,E2E-customer-demo
35,WHOLESALE,SILVER,64,2024-02-01,E2E-customer-demo
36,WHOLESALE,SILVER,86,2024-02-01,E2E-customer-demo
37,ONLINE,BRONZE,71,2024-02-01,E2E-customer-demo
38,WHOLESALE,BRONZE,65,2024-02-01,E2E-customer-demo
39,ONLINE,GOLD,53,2024-02-01,E2E-customer-demo
40,RETAIL,GOLD,68,2024-02-01,E2E-customer-demo
41,WHOLESALE,SILVER,93,2024-02-01,E2E-customer-demo
