customer_id,segment,loyalty_tier,demo_score,load_date,record_source
1,WHOLESALE,SILVER,54,2024-04-01,E2E-customer-demo
2,WHOLESALE,SILVER,97,2024-04-01,E2E-customer-demo
3,RETAIL,BRONZE,54,2024-04-01,E2E-customer-demo
4,ONLINE,BRONZE,62,2024-04-01,E2E-customer-demo
5,WHOLESALE,GOLD,54,2024-04-01,E2E-customer-demo
6,WHOLESALE,SILVER,93,2024-04-01,E2E-customer-demo
7,WHOLESALE,BRONZE,67,2024-04-01,E2E-customer-demo
8,WHOLESALE,PLATINUM,53,2024-04-01,E2E-customer-demo
9,ONLINE,PLATINUM,55,2024-04-01,E2E-customer-demo
10,ONLINE,SILVER,78,2024-04-01,E2E-customer-demo
11,RETAIL,PLATINUM,40,2024-04-01,E2E-customer-demo
12,ONLINE,GOLD,74,2024-04-01,E2E-customer-demo
13,RETAIL,GOLD,85,2024-04-01,E2E-customer-demo
14,ONLINE,SILVER,87,2024-04-01,E2E-customer-demo
15,ONLINE,GOLD,86,2024-04-01,E2E-customer-demo
16,ONLINE,BRONZE,99,2024-04-01,E2E-customer-demo
17,WHOLESALE,BRONZE,74,2024-04-01,E2E-customer-demo
18,RETAIL,GOLD,78,2024-04-01,E2E-customer-demo
19,ONLINE,BRONZE,84,2024-04-01,E2E-customer-demo
20,WHOLESALE,BRONZE,46,2024-04-01,E2E-customer-demo
21,ONLINE,PLATINUM,73,2024-04-01,E2E-customer-demo
22,WHOLESALE,GOLD,93,2024-04-01,E2E-customer-demo
23,RETAIL,SILVER,83,2024-04-01,E2E-customer-demo
24,WHOLESALE,BRONZE,81,2024-04-01,E2E-customer-demo
25,RETAIL,BRONZE,41,2024-04-01,E2E-customer-demo
26,RETAIL,GOLD,73,2024-04-01,E2E-customer-demo
27,RETAIL,SILVER,85,2024-04-01,E2E-customer-demo
28,WHOLESALE,SILVER,70,2024-04-01,E2E-customer-demo
29,ONLINE,BRONZE,74,2024-04-01,E2E-customer-demo
30,WHOLESALE,SILVER,43,2024-04-01,E2E-customer-demo
31,ONLINE,PLATINUM,70,2024-04-01,E2E-customer-demo
32,ONLINE,BRONZE,77,2024-04-01,E2E-customer-demo
33,WHOLESALE,SILVER,54,2024-04-01,E2E-customer-demo
34,ONLINE,BRONZE,92,2024-04-01,E2E-customer-demo
35,WHOLESALE,BRONZE,54,2024-04-01,E2E-customer-demo
36,RETAIL,GOLD,67,2024-04-01,E2E-customer-demo
37,ONLINE,PLATINUM,81,2024-04-01,E2E-customer-demo
38,RETAIL,BRONZE,57,2024-04-01,E2E-customer-demo
39,ONLINE,PLATINUM,53,2024-04-01,E2E-customer-demo
40,WHOLESALE,BRONZE,93,2024-04-01,E2E-customer-demo
41,WHOLESALE,SILVER,63,2024-04-01,E2E-customer-demo
42,ONLINE,GOLD,77,2024-04-01,E2E-customer-demo
43,RETAIL,PLATINUM,86,2024-04-01,E2E-customer-demo
44,WHOLESALE,PLATINUM,77,2024-04-01,E2E-customer-demo
45,WHOLESALE,BRONZE,41,2024-04-01,E2E-customer-demo
46,RETAIL,BRONZE,91,2024-04-01,E2E-customer-demo
47,ONLINE,GOLD,96,2024-04-01,E2E-customer-demo
48,RETAIL,SILVER,71,2024-04-01,E2E-customer-demo
49,RETAIL,GOLD,91,2024-04-01,E2E-customer-demo
50,ONLINE,GOLD,96,2024-04-01,E2E-customer-demo
51,WHOLESALE,GOLD,91,2024-04-01,E2E-customer-demo
52,WHOLESALE,SILVER,76,2024-04-01,E2E-customer-demo
53,ONLINE,GOLD,59,2024-04-01,E2E-customer-demo
54,ONLINE,GOLD,70,2024-04-01,E2E-customer-demo
55,WHOLESALE,SILVER,54,2024-04-01,E2E-customer-demo
56,WHOLESALE,SILVER,84,2024-04-01,E2E-customer-demo
