order_id,product_id,line_number,quantity,unit_price,discount_pct,load_date,record_source
O100001,P000907,1,3,128.12,0.15,2024-02-01,E2E-order-line
O100001,P000789,2,2,437.0,0.17,2024-02-01,E2E-order-line
O100001,P000363,3,2,272.07,0.17,2024-02-01,E2E-order-line
O100001,P000742,4,1,19.09,0.09,2024-02-01,E2E-order-line
O100002,P000429,1,2,229.11,0.25,2024-02-01,E2E-order-line
O100002,P000773,2,5,311.7,0.24,2024-02-01,E2E-order-line
O100002,P000773,3,5,127.66,0.04,2024-02-01,E2E-order-line
O100003,P000917,1,2,265.68,0.17,2024-02-01,E2E-order-line
O100003,P000591,2,2,155.57,0.13,2024-02-01,E2E-order-line
O100004,P000356,1,2,204.95,0.03,2024-02-01,E2E-order-line
O100004,P000126,2,5,97.27,0.1,2024-02-01,E2E-order-line
O100004,P000886,3,4,88.84,0.14,2024-02-01,E2E-order-line
O100005,P000751,1,3,16.99,0.17,2024-02-01,E2E-order-line
O100005,P000156,2,5,442.13,0.02,2024-02-01,E2E-order-line
O100005,P000308,3,3,405.81,0.02,2024-02-01,E2E-order-line
O100006,P000886,1,2,114.29,0.14,2024-02-01,E2E-order-line
O100006,P000976,2,5,260.13,0.07,2024-02-01,E2E-order-line
O100006,P000224,3,4,170.4,0.1,2024-02-01,E2E-order-line
O100006,P000516,4,4,231.34,0.2,2024-02-01,E2E-order-line
O100007,P000351,1,4,167.66,0.08,2024-02-01,E2E-order-line
O100007,P000156,2,4,343.64,0.13,2024-02-01,E2E-order-line
O100007,P000926,3,3,10.56,0.12,2024-02-01,E2E-order-line
O100007,P001021,4,5,164.85,0.22,2024-02-01,E2E-order-line
O100008,P001038,1,4,386.5,0.1,2024-02-01,E2E-order-line
O100008,P000740,2,5,257.35,0.14,2024-02-01,E2E-order-line
O100009,P000690,1,4,466.5,0.15,2024-02-01,E2E-order-line
O100010,P000767,1,5,254.17,0.11,2024-02-01,E2E-order-line
O100010,P000638,2,3,483.56,0.04,2024-02-01,E2E-order-line
O100010,P000277,3,3,189.64,0.05,2024-02-01,E2E-order-line
O100010,P001030,4,1,22.19,0.1,2024-02-01,E2E-order-line
O100011,P000528,1,1,298.59,0.06,2024-02-01,E2E-order-line
O100011,P000069,2,4,303.62,0.19,2024-02-01,E2E-order-line
O100011,P000132,3,5,39.08,0.06,2024-02-01,E2E-order-line
O100011,P000449,4,4,73.32,0.02,2024-02-01,E2E-order-line
O100012,P000539,1,4,397.38,0.07,2024-02-01,E2E-order-line
O100012,P000655,2,4,70.08,0.01,2024-02-01,E2E-order-line
O100012,P000002,3,1,489.53,0.23,2024-02-01,E2E-order-line
O100012,P000688,4,1,368.54,0.08,2024-02-01,E2E-order-line
O100013,P000872,1,2,370.58,0.01,2024-02-01,E2E-order-line
O100014,P000606,1,5,345.36,0.11,2024-02-01,E2E-order-line
O100014,P000685,2,4,88.29,0.2,2024-02-01,E2E-order-line
O100014,P000005,3,4,41.11,0.03,2024-02-01,E2E-order-line
O100015,P000666,1,4,16.28,0.14,2024-02-01,E2E-order-line
O100015,P000740,2,4,121.23,0.07,2024-02-01,E2E-order-line
O100016,P000045,1,5,289.12,0.22,2024-02-01,E2E-order-line
O100016,P000503,2,5,226.19,0.25,2024-02-01,E2E-order-line
O100017,P000068,1,4,254.14,0.13,2024-02-01,E2E-order-line
O100018,P000346,1,5,478.01,0.11,2024-02-01,E2E-order-line
O100018,P000761,2,4,467.86,0.07,2024-02-01,E2E-order-line
O100018,P000057,3,4,29.82,0.21,2024-02-01,E2E-order-line
O100018,P000714,4,4,52.25,0.05,2024-02-01,E2E-order-line
O100019,P000857,1,1,133.94,0.16,2024-02-01,E2E-order-line
O100019,P000907,2,4,236.41,0.03,2024-02-01,E2E-order-line
O100019,P000323,3,4,41.61,0.2,2024-02-01,E2E-order-line
O100020,P000283,1,4,21.35,0.17,2024-02-01,E2E-order-line
O100020,P000590,2,4,104.6,0.2,2024-02-01,E2E-order-line
O100020,P000871,3,1,100.6,0.11,2024-02-01,E2E-order-line
O100021,P000889,1,5,379.77,0.23,2024-02-01,E2E-order-line
O100021,P000382,2,5,237.01,0.05,2024-02-01,E2E-order-line
O100021,P000622,3,5,108.05,0.23,2024-02-01,E2E-order-line
O100021,P000589,4,1,471.25,0.04,2024-02-01,E2E-order-line
O100022,P000027,1,5,468.0,0.08,2024-02-01,E2E-order-line
O100022,P000854,2,3,142.8,0.14,2024-02-01,E2E-order-line
O100023,P000936,1,3,68.78,0.18,2024-02-01,E2E-order-line
O100024,P000170,1,5,287.79,0.04,2024-02-01,E2E-order-line
O100025,P000190,1,2,227.15,0.17,2024-02-01,E2E-order-line
O100026,P000531,1,3,390.58,0.23,2024-02-01,E2E-order-line
O100026,P000037,2,4,439.55,0.17,2024-02-01,E2E-order-line
O100027,P000242,1,4,153.55,0.19,2024-02-01,E2E-order-line
O100027,P000768,2,4,356.89,0.21,2024-02-01,E2E-order-line
O100027,P000514,3,4,484.79,0.23,2024-02-01,E2E-order-line
O100027,P000479,4,4,351.62,0.2,2024-02-01,E2E-order-line
O100028,P000976,1,1,110.03,0.21,2024-02-01,E2E-order-line
O100028,P000480,2,5,204.17,0.04,2024-02-01,E2E-order-line
O100029,P000829,1,1,199.41,0.02,2024-02-01,E2E-order-line
O100029,P000380,2,5,347.15,0.12,2024-02-01,E2E-order-line
O100030,P000614,1,5,130.1,0.18,2024-02-01,E2E-order-line
O100031,P000952,1,5,242.5,0.13,2024-02-01,E2E-order-line
O100031,P000218,2,2,351.67,0.02,2024-02-01,E2E-order-line
O100032,P000074,1,1,370.61,0.2,2024-02-01,E2E-order-line
O100032,P000997,2,2,362.07,0.04,2024-02-01,E2E-order-line
O100033,P000641,1,3,65.14,0.06,2024-02-01,E2E-order-line
O100033,P000823,2,5,374.95,0.05,2024-02-01,E2E-order-line
O100033,P000814,3,4,497.41,0.17,2024-02-01,E2E-order-line
O100033,P000022,4,4,243.55,0.01,2024-02-01,E2E-order-line
O100034,P000281,1,3,392.29,0.18,2024-02-01,E2E-order-line
O100035,P000291,1,4,63.61,0.23,2024-02-01,E2E-order-line
O100036,P000208,1,3,330.44,0.03,2024-02-01,E2E-order-line
O100036,P000971,2,3,318.2,0.24,2024-02-01,E2E-order-line
O100037,P001040,1,2,114.7,0.11,2024-02-01,E2E-order-line
O100037,P000806,2,5,163.1,0.12,2024-02-01,E2E-order-line
O100037,P000095,3,3,13.68,0.02,2024-02-01,E2E-order-line
O100038,P000656,1,1,296.04,0.25,2024-02-01,E2E-order-line
O100038,P000072,2,2,234.61,0.22,2024-02-01,E2E-order-line
O100038,P000085,3,5,458.06,0.0,2024-02-01,E2E-order-line
O100038,P000978,4,3,202.02,0.17,2024-02-01,E2E-order-line
O100039,P000490,1,4,496.3,0.24,2024-02-01,E2E-order-line
O100039,P000204,2,3,14.27,0.0,2024-02-01,E2E-order-line
O100039,P000626,3,3,48.97,0.14,2024-02-01,E2E-order-line
O100040,P001044,1,3,147.9,0.11,2024-02-01,E2E-order-line
O100041,P000146,1,1,240.67,0.1,2024-02-01,E2E-order-line
O100041,P000334,2,2,178.8,0.24,2024-02-01,E2E-order-line
O100041,P000796,3,1,266.77,0.23,2024-02-01,E2E-order-line
O100042,P000864,1,5,221.42,0.15,2024-02-01,E2E-order-line
O100043,P000781,1,5,308.9,0.08,2024-02-01,E2E-order-line
O100043,P000480,2,1,479.82,0.0,2024-02-01,E2E-order-line
O100043,P000275,3,1,359.04,0.1,2024-02-01,E2E-order-line
O100043,P000875,4,3,337.57,0.03,2024-02-01,E2E-order-line
O100044,P000434,1,1,205.31,0.17,2024-02-01,E2E-order-line
O100044,P000668,2,2,287.2,0.04,2024-02-01,E2E-order-line
O100044,P000619,3,4,490.8,0.22,2024-02-01,E2E-order-line
O100044,P000647,4,3,74.12,0.12,2024-02-01,E2E-order-line
O100045,P000182,1,1,257.96,0.25,2024-02-01,E2E-order-line
O100046,P000395,1,5,282.2,0.01,2024-02-01,E2E-order-line
O100046,P000271,2,5,38.86,0.08,2024-02-01,E2E-order-line
O100046,P000408,3,3,192.82,0.09,2024-02-01,E2E-order-line
O100046,P000904,4,3,177.93,0.22,2024-02-01,E2E-order-line
O100047,P000364,1,3,456.49,0.03,2024-02-01,E2E-order-line
O100048,P000865,1,5,261.16,0.05,2024-02-01,E2E-order-line
O100048,P000310,2,1,361.38,0.08,2024-02-01,E2E-order-line
O100049,P000261,1,2,102.65,0.23,2024-02-01,E2E-order-line
O100049,P000756,2,4,375.14,0.06,2024-02-01,E2E-order-line
O100049,P000781,3,1,487.01,0.15,2024-02-01,E2E-order-line
O100049,P000339,4,5,361.58,0.0,2024-02-01,E2E-order-line
O100050,P000090,1,1,143.16,0.16,2024-02-01,E2E-order-line
O100050,P000693,2,3,370.8,0.1,2024-02-01,E2E-order-line
O100050,P001034,3,3,488.45,0.16,2024-02-01,E2E-order-line
O100051,P000006,1,3,357.62,0.12,2024-02-01,E2E-order-line
O100051,P000200,2,3,144.65,0.1,2024-02-01,E2E-order-line
O100051,P000604,3,5,227.09,0.21,2024-02-01,E2E-order-line
O100052,P000676,1,4,74.67,0.05,2024-02-01,E2E-order-line
O100053,P000328,1,1,455.8,0.05,2024-02-01,E2E-order-line
O100053,P000583,2,5,216.46,0.16,2024-02-01,E2E-order-line
O100053,P000364,3,3,217.21,0.2,2024-02-01,E2E-order-line
O100053,P000593,4,2,146.88,0.0,2024-02-01,E2E-order-line
O100054,P000799,1,5,177.38,0.1,2024-02-01,E2E-order-line
O100054,P000182,2,1,76.94,0.13,2024-02-01,E2E-order-line
O100054,P000467,3,4,399.34,0.15,2024-02-01,E2E-order-line
O100055,P000161,1,3,65.59,0.22,2024-02-01,E2E-order-line
O100055,P000568,2,3,192.16,0.11,2024-02-01,E2E-order-line
O100055,P000482,3,1,192.09,0.05,2024-02-01,E2E-order-line
O100056,P000551,1,4,342.94,0.2,2024-02-01,E2E-order-line
O100056,P000759,2,1,94.64,0.01,2024-02-01,E2E-order-line
O100057,P000772,1,5,135.88,0.13,2024-02-01,E2E-order-line
O100057,P001047,2,5,308.13,0.07,2024-02-01,E2E-order-line
O100057,P000453,3,5,88.46,0.16,2024-02-01,E2E-order-line
O100057,P000651,4,3,315.7,0.18,2024-02-01,E2E-order-line
O100058,P000846,1,3,429.83,0.22,2024-02-01,E2E-order-line
O100059,P000874,1,4,171.37,0.15,2024-02-01,E2E-order-line
O100059,P000930,2,1,454.16,0.06,2024-02-01,E2E-order-line
O100059,P000206,3,2,409.04,0.02,2024-02-01,E2E-order-line
O100059,P000940,4,5,105.16,0.08,2024-02-01,E2E-order-line
O100060,P000021,1,5,480.62,0.19,2024-02-01,E2E-order-line
O100060,P000555,2,3,362.04,0.1,2024-02-01,E2E-order-line
O100060,P000593,3,1,239.26,0.21,2024-02-01,E2E-order-line
O100061,P001025,1,3,210.39,0.09,2024-02-01,E2E-order-line
O100061,P000698,2,5,178.93,0.03,2024-02-01,E2E-order-line
O100061,P000856,3,4,169.32,0.18,2024-02-01,E2E-order-line
O100062,P000091,1,1,455.3,0.16,2024-02-01,E2E-order-line
O100062,P000239,2,3,147.11,0.15,2024-02-01,E2E-order-line
O100063,P000796,1,2,10.07,0.17,2024-02-01,E2E-order-line
O100063,P000551,2,2,284.43,0.15,2024-02-01,E2E-order-line
O100063,P000475,3,4,322.79,0.01,2024-02-01,E2E-order-line
O100064,P000602,1,4,329.7,0.09,2024-02-01,E2E-order-line
O100064,P000523,2,2,268.56,0.12,2024-02-01,E2E-order-line
O100065,P000308,1,3,186.98,0.16,2024-02-01,E2E-order-line
O100065,P000298,2,2,244.69,0.05,2024-02-01,E2E-order-line
O100065,P000539,3,5,349.91,0.01,2024-02-01,E2E-order-line
O100066,P000517,1,5,368.91,0.13,2024-02-01,E2E-order-line
