customer_id,newsletter_opt_in,preferred_channel,language_code,load_date,record_source
1038,Y,PHONE,de,2024-02-01,CRM-c360-prefs
1043,N,PORTAL,es,2024-02-01,CRM-c360-prefs
1048,Y,EMAIL,en,2024-02-01,CRM-c360-prefs
1053,N,SMS,fr,2024-02-01,CRM-c360-prefs
1058,Y,PHONE,de,2024-02-01,CRM-c360-prefs
1063,N,PORTAL,es,2024-02-01,CRM-c360-prefs
1068,Y,EMAIL,en,2024-02-01,CRM-c360-prefs
1073,N,SMS,fr,2024-02-01,CRM-c360-prefs
1078,Y,PHONE,de,2024-02-01,CRM-c360-prefs
1083,N,PORTAL,es,2024-02-01,CRM-c360-prefs
1088,Y,EMAIL,en,2024-02-01,CRM-c360-prefs
1093,N,SMS,fr,2024-02-01,CRM-c360-prefs
1098,Y,PHONE,de,2024-02-01,CRM-c360-prefs
1103,N,PORTAL,es,2024-02-01,CRM-c360-prefs
1108,Y,EMAIL,en,2024-02-01,CRM-c360-prefs
1113,N,SMS,fr,2024-02-01,CRM-c360-prefs
1118,Y,PHONE,de,2024-02-01,CRM-c360-prefs
1123,N,PORTAL,es,2024-02-01,CRM-c360-prefs
1128,Y,EMAIL,en,2024-02-01,CRM-c360-prefs
1133,N,SMS,fr,2024-02-01,CRM-c360-prefs
1138,Y,PHONE,de,2024-02-01,CRM-c360-prefs
1143,N,PORTAL,es,2024-02-01,CRM-c360-prefs
1148,Y,EMAIL,en,2024-02-01,CRM-c360-prefs
1153,N,SMS,fr,2024-02-01,CRM-c360-prefs
1158,Y,PHONE,de,2024-02-01,CRM-c360-prefs
1163,N,PORTAL,es,2024-02-01,CRM-c360-prefs
1168,Y,EMAIL,en,2024-02-01,CRM-c360-prefs
1173,N,SMS,fr,2024-02-01,CRM-c360-prefs
1178,Y,PHONE,de,2024-02-01,CRM-c360-prefs
1183,N,PORTAL,es,2024-02-01,CRM-c360-prefs
1188,Y,EMAIL,en,2024-02-01,CRM-c360-prefs
1193,N,SMS,fr,2024-02-01,CRM-c360-prefs
1198,Y,PHONE,de,2024-02-01,CRM-c360-prefs
1203,N,PORTAL,es,2024-02-01,CRM-c360-prefs
1208,Y,EMAIL,en,2024-02-01,CRM-c360-prefs
1213,N,SMS,fr,2024-02-01,CRM-c360-prefs
1218,Y,PHONE,de,2024-02-01,CRM-c360-prefs
1223,N,PORTAL,es,2024-02-01,CRM-c360-prefs
1228,Y,EMAIL,en,2024-02-01,CRM-c360-prefs
1233,N,SMS,fr,2024-02-01,CRM-c360-prefs
1238,Y,PHONE,de,2024-02-01,CRM-c360-prefs
1243,N,PORTAL,es,2024-02-01,CRM-c360-prefs
1248,Y,EMAIL,en,2024-02-01,CRM-c360-prefs
1253,N,SMS,fr,2024-02-01,CRM-c360-prefs
1258,Y,PHONE,de,2024-02-01,CRM-c360-prefs
1263,N,PORTAL,es,2024-02-01,CRM-c360-prefs
1268,Y,EMAIL,en,2024-02-01,CRM-c360-prefs
1273,N,SMS,fr,2024-02-01,CRM-c360-prefs
1278,Y,PHONE,de,2024-02-01,CRM-c360-prefs
1283,N,PORTAL,es,2024-02-01,CRM-c360-prefs
1288,Y,EMAIL,en,2024-02-01,CRM-c360-prefs
1293,N,SMS,fr,2024-02-01,CRM-c360-prefs
1298,Y,PHONE,de,2024-02-01,CRM-c360-prefs
1003,N,PORTAL,es,2024-02-01,CRM-c360-prefs
1008,Y,EMAIL,en,2024-02-01,CRM-c360-prefs
1013,N,SMS,fr,2024-02-01,CRM-c360-prefs
1018,Y,PHONE,de,2024-02-01,CRM-c360-prefs
1023,N,PORTAL,es,2024-02-01,CRM-c360-prefs
1028,Y,EMAIL,en,2024-02-01,CRM-c360-prefs
1033,N,SMS,fr,2024-02-01,CRM-c360-prefs
