customer_id,segment,loyalty_tier,demo_score,load_date,record_source
1149,RETAIL,BRONZE,99,2024-05-01,CRM-c360-demo
1154,WHOLESALE,SILVER,60,2024-05-01,CRM-c360-demo
1159,ENTERPRISE,GOLD,65,2024-05-01,CRM-c360-demo
1164,SMB,PLATINUM,70,2024-05-01,CRM-c360-demo
1169,RETAIL,BRONZE,75,2024-05-01,CRM-c360-demo
1174,WHOLESALE,SILVER,80,2024-05-01,CRM-c360-demo
1179,ENTERPRISE,GOLD,85,2024-05-01,CRM-c360-demo
1184,SMB,PLATINUM,90,2024-05-01,CRM-c360-demo
1189,RETAIL,BRONZE,95,2024-05-01,CRM-c360-demo
1194,WHOLESALE,SILVER,99,2024-05-01,CRM-c360-demo
1199,ENTERPRISE,GOLD,99,2024-05-01,CRM-c360-demo
1204,SMB,PLATINUM,60,2024-05-01,CRM-c360-demo
1209,RETAIL,BRONZE,65,2024-05-01,CRM-c360-demo
1214,WHOLESALE,SILVER,70,2024-05-01,CRM-c360-demo
1219,ENTERPRISE,GOLD,75,2024-05-01,CRM-c360-demo
1224,SMB,PLATINUM,80,2024-05-01,CRM-c360-demo
1229,RETAIL,BRONZE,85,2024-05-01,CRM-c360-demo
1234,WHOLESALE,SILVER,90,2024-05-01,CRM-c360-demo
1239,ENTERPRISE,GOLD,95,2024-05-01,CRM-c360-demo
1244,SMB,PLATINUM,99,2024-05-01,CRM-c360-demo
1249,RETAIL,BRONZE,99,2024-05-01,CRM-c360-demo
1254,WHOLESALE,SILVER,60,2024-05-01,CRM-c360-demo
1259,ENTERPRISE,GOLD,65,2024-05-01,CRM-c360-demo
1264,SMB,PLATINUM,70,2024-05-01,CRM-c360-demo
1269,RETAIL,BRONZE,75,2024-05-01,CRM-c360-demo
1274,WHOLESALE,SILVER,80,2024-05-01,CRM-c360-demo
1279,ENTERPRISE,GOLD,85,2024-05-01,CRM-c360-demo
1284,SMB,PLATINUM,90,2024-05-01,CRM-c360-demo
1289,RETAIL,BRONZE,95,2024-05-01,CRM-c360-demo
1294,WHOLESALE,SILVER,99,2024-05-01,CRM-c360-demo
1299,ENTERPRISE,GOLD,99,2024-05-01,CRM-c360-demo
1004,SMB,PLATINUM,60,2024-05-01,CRM-c360-demo
1009,RETAIL,BRONZE,65,2024-05-01,CRM-c360-demo
1014,WHOLESALE,SILVER,70,2024-05-01,CRM-c360-demo
1019,ENTERPRISE,GOLD,75,2024-05-01,CRM-c360-demo
1024,SMB,PLATINUM,80,2024-05-01,CRM-c360-demo
1029,RETAIL,BRONZE,85,2024-05-01,CRM-c360-demo
1034,WHOLESALE,SILVER,90,2024-05-01,CRM-c360-demo
1039,ENTERPRISE,GOLD,95,2024-05-01,CRM-c360-demo
1044,SMB,PLATINUM,99,2024-05-01,CRM-c360-demo
1049,RETAIL,BRONZE,99,2024-05-01,CRM-c360-demo
1054,WHOLESALE,SILVER,60,2024-05-01,CRM-c360-demo
1059,ENTERPRISE,GOLD,65,2024-05-01,CRM-c360-demo
1064,SMB,PLATINUM,70,2024-05-01,CRM-c360-demo
1069,RETAIL,BRONZE,75,2024-05-01,CRM-c360-demo
1074,WHOLESALE,SILVER,80,2024-05-01,CRM-c360-demo
1079,ENTERPRISE,GOLD,85,2024-05-01,CRM-c360-demo
1084,SMB,PLATINUM,90,2024-05-01,CRM-c360-demo
1089,RETAIL,BRONZE,95,2024-05-01,CRM-c360-demo
1094,WHOLESALE,SILVER,99,2024-05-01,CRM-c360-demo
1099,ENTERPRISE,GOLD,99,2024-05-01,CRM-c360-demo
1104,SMB,PLATINUM,60,2024-05-01,CRM-c360-demo
1109,RETAIL,BRONZE,65,2024-05-01,CRM-c360-demo
1114,WHOLESALE,SILVER,70,2024-05-01,CRM-c360-demo
1119,ENTERPRISE,GOLD,75,2024-05-01,CRM-c360-demo
1124,SMB,PLATINUM,80,2024-05-01,CRM-c360-demo
1129,RETAIL,BRONZE,85,2024-05-01,CRM-c360-demo
1134,WHOLESALE,SILVER,90,2024-05-01,CRM-c360-demo
1139,ENTERPRISE,GOLD,95,2024-05-01,CRM-c360-demo
1144,SMB,PLATINUM,99,2024-05-01,CRM-c360-demo
